309,231,501,260
294,203,515,221
279,126,530,158
545,373,677,386
294,88,574,125
294,54,515,86
14,367,88,383
14,350,221,370
324,271,515,292
412,272,515,292
14,54,250,69
14,218,206,236
14,121,191,136
294,290,515,306
265,322,442,355
14,269,250,287
14,233,235,251
14,312,206,326
427,375,530,399
14,107,117,120
14,137,162,151
14,69,191,84
14,173,221,187
309,28,501,50
14,328,206,342
265,360,383,377
14,41,132,56
294,156,515,196
692,346,736,356
14,187,250,200
574,206,648,273
