600,700,696,725
528,735,672,770
360,790,456,820
528,765,696,810
624,284,696,309
312,184,696,252
216,79,480,125
216,768,264,797
576,59,672,77
336,695,408,741
576,101,696,121
408,667,528,748
528,712,696,743
216,593,264,666
312,269,624,296
600,682,696,704
312,114,456,128
216,368,264,382
480,355,696,375
528,587,648,660
192,380,288,400
216,528,264,546
192,501,264,531
600,309,696,328
192,452,264,475
192,480,264,506
480,426,696,448
600,719,696,746
192,401,264,419
528,380,696,396
552,79,696,97
576,468,696,487
